Character,dialogue,season,chapter,to,ProD
Ned Stark," If the King got what he wanted all the time, we'd still be fighting a damned rebellion.",1,5,Lancel Lannister,"Ned Stark,Lancel Lannister, If the King got what he wanted all the time, we'd still be fighting a damned rebellion."
Lancel Lannister," It's made too small, Your Grace. It won't go.",1,5,Robert Baratheon,"Lancel Lannister,Robert Baratheon, It's made too small, Your Grace. It won't go."
Robert Baratheon, Your mother was a dumb whore with a fat arse. Did you know that? Look at this idiot! One ball and no brains. He can't even put a man's armor on him properly.,1,5,Ned Stark,"Robert Baratheon,Ned Stark, Your mother was a dumb whore with a fat arse. Did you know that? Look at this idiot! One ball and no brains. He can't even put a man's armor on him properly."
Ned Stark, You're too fat for your armor.,1,5,Robert Baratheon,"Ned Stark,Robert Baratheon, You're too fat for your armor."
Robert Baratheon," Fat? Fat, is it? Is that how you speak to your King? That was funny, is it?",1,5,Robert Baratheon,"Robert Baratheon,Robert Baratheon, Fat? Fat, is it? Is that how you speak to your King? That was funny, is it?"
Robert Baratheon," Oh, it's funny, is it?",1,5,Lancel Lannister,"Robert Baratheon,Lancel Lannister, Oh, it's funny, is it?"
Lancel Lannister," No, Your Grace.",1,5,Robert Baratheon,"Lancel Lannister,Robert Baratheon, No, Your Grace."
Robert Baratheon, No? You don't like the Hand's joke?,1,5,Ned Stark,"Robert Baratheon,Ned Stark, No? You don't like the Hand's joke?"
Ned Stark, You're torturing the poor boy.,1,5,Robert Baratheon,"Ned Stark,Robert Baratheon, You're torturing the poor boy."
Robert Baratheon," You heard the Hand. The King's too fat for his armor! Go find the breastplate stretcher, now!",1,5,Ned Stark,"Robert Baratheon,Ned Stark, You heard the Hand. The King's too fat for his armor! Go find the breastplate stretcher, now!"
Ned Stark, The breastplate stretcher?,1,5,Robert Baratheon,"Ned Stark,Robert Baratheon, The breastplate stretcher?"
Robert Baratheon, How long before he figures it out?,1,5,Ned Stark,"Robert Baratheon,Ned Stark, How long before he figures it out?"
Ned Stark, Maybe you should have one invented.,1,5,Robert Baratheon,"Ned Stark,Robert Baratheon, Maybe you should have one invented."
Robert Baratheon," All right, all right. But you watch me out there. I still know how to point a lance.",1,5,Ned Stark,"Robert Baratheon,Ned Stark, All right, all right. But you watch me out there. I still know how to point a lance."
Ned Stark, You have no business jousting. Leave that for the young men.,1,5,Robert Baratheon,"Ned Stark,Robert Baratheon, You have no business jousting. Leave that for the young men."
Robert Baratheon, Why? Because I'm king? Piss on that. I want to hit somebody!,1,5,Ned Stark,"Robert Baratheon,Ned Stark, Why? Because I'm king? Piss on that. I want to hit somebody!"
Ned Stark, And who's going to hit you back?,1,5,Robert Baratheon,"Ned Stark,Robert Baratheon, And who's going to hit you back?"
Robert Baratheon, Anybody who can. And the last man in his saddle... will be you!,1,5,Ned Stark,"Robert Baratheon,Ned Stark, Anybody who can. And the last man in his saddle... will be you!"
Ned Stark,There's not a man in the Seven Kingdoms would risk hurting you.,1,5,Robert Baratheon,"Ned Stark,Robert Baratheon,There's not a man in the Seven Kingdoms would risk hurting you."
Robert Baratheon, Are you telling me those cowards would let me win?,1,5,Ned Stark,"Robert Baratheon,Ned Stark, Are you telling me those cowards would let me win?"
Ned Stark, Aye.,1,5,Robert Baratheon,"Ned Stark,Robert Baratheon, Aye."
Robert Baratheon, ... Drink.,1,5,Ned Stark,"Robert Baratheon,Ned Stark, ... Drink."
Ned Stark, I'm not thirsty.,1,5,Robert Baratheon,"Ned Stark,Robert Baratheon, I'm not thirsty."
Robert Baratheon, Drink. Your King commands it. Gods! Too fat for my armor.,1,5,Ned Stark,"Robert Baratheon,Ned Stark, Drink. Your King commands it. Gods! Too fat for my armor."
Ned Stark, Your squire... A Lannister boy?,1,5,Robert Baratheon,"Ned Stark,Robert Baratheon, Your squire... A Lannister boy?"
Robert Baratheon," Hmm... A bloody idiot... But Cersei insisted. I have Jon Arryn to thank for her. Cersei Lannister will make a good match, he told me. You'll need her father on your side. I thought being King meant I could do whatever I wanted. Enough of this! Let's go watch 'em ride. At least I can smell someone else's blood.",1,5,Ned Stark,"Robert Baratheon,Ned Stark, Hmm... A bloody idiot... But Cersei insisted. I have Jon Arryn to thank for her. Cersei Lannister will make a good match, he told me. You'll need her father on your side. I thought being King meant I could do whatever I wanted. Enough of this! Let's go watch 'em ride. At least I can smell someone else's blood."
Ned Stark, Robert?,1,5,Robert Baratheon,"Ned Stark,Robert Baratheon, Robert?"
Robert Baratheon," What? Oh! An inspiring sight for the people, eh? Come! Bow before your King! Bow, you shits!",1,5,Ned Stark,"Robert Baratheon,Ned Stark, What? Oh! An inspiring sight for the people, eh? Come! Bow before your King! Bow, you shits!"
Ned Stark, Where's Arya,1,5,Sansa Stark,"Ned Stark,Sansa Stark, Where's Arya"
Sansa Stark, At her dancing lessons. The Knight of the Flowers.,1,5,Sansa Stark,"Sansa Stark,Sansa Stark, At her dancing lessons. The Knight of the Flowers."
Sansa Stark," Thank you, Ser Loras.",1,5,Sansa Stark,"Sansa Stark,Sansa Stark, Thank you, Ser Loras."
Sansa Stark, Don't let Ser Gregor hurt him.,1,5,Ned Stark,"Sansa Stark,Ned Stark, Don't let Ser Gregor hurt him."
Ned Stark, Hey.,1,5,Sansa Stark,"Ned Stark,Sansa Stark, Hey."
Sansa Stark, I can't watch.,1,5,Petyr Baelish,"Sansa Stark,Petyr Baelish, I can't watch."
Petyr Baelish, 100 gold dragons on the Mountain.,1,5,Renly Baratheon,"Petyr Baelish,Renly Baratheon, 100 gold dragons on the Mountain."
Renly Baratheon, I'll take that bet.,1,5,Petyr Baelish,"Renly Baratheon,Petyr Baelish, I'll take that bet."
Petyr Baelish, Now what will I buy with 100 gold dragons? A dozen barrels of Dornish wine? Or a girl from the pleasure houses of Lys?,1,5,Renly Baratheon,"Petyr Baelish,Renly Baratheon, Now what will I buy with 100 gold dragons? A dozen barrels of Dornish wine? Or a girl from the pleasure houses of Lys?"
Renly Baratheon, Or you could even buy a friend.,1,5,Sansa Stark,"Renly Baratheon,Sansa Stark, Or you could even buy a friend."
Sansa Stark, He's going to die.,1,5,Ned Stark,"Sansa Stark,Ned Stark, He's going to die."
Ned Stark, Ser Loras rides well.,1,5,Renly Baratheon,"Ned Stark,Renly Baratheon, Ser Loras rides well."
Renly Baratheon," Such a shame, Littlefinger. It would have been so nice for you to have a friend.",1,5,Petyr Baelish,"Renly Baratheon,Petyr Baelish, Such a shame, Littlefinger. It would have been so nice for you to have a friend."
Petyr Baelish," And tell me, Lord Renly, when will you be having your friend?",1,5,Petyr Baelish,"Petyr Baelish,Petyr Baelish, And tell me, Lord Renly, when will you be having your friend?"
Petyr Baelish," Loras knew his mare was in heat. Quite crafty, really.",1,5,Sansa Stark,"Petyr Baelish,Sansa Stark, Loras knew his mare was in heat. Quite crafty, really."
Sansa Stark, Ser Loras would never do that! There's no honor in tricks.,1,5,Petyr Baelish,"Sansa Stark,Petyr Baelish, Ser Loras would never do that! There's no honor in tricks."
Petyr Baelish, No honor but quite a bit of gold.,1,5,Robert Baratheon,"Petyr Baelish,Robert Baratheon, No honor but quite a bit of gold."
Robert Baratheon, Stop this madness in the name of your King!,1,5,Loras Tyrell,"Robert Baratheon,Loras Tyrell, Stop this madness in the name of your King!"
Loras Tyrell," I owe you my life, Ser.",1,5,Sandor Clegane,"Loras Tyrell,Sandor Clegane, I owe you my life, Ser."
Sandor Clegane, I'm no Ser.,1,5,Catelyn Stark,"Sandor Clegane,Catelyn Stark, I'm no Ser."
Catelyn Stark, Remove his hood.,1,5,Marillion,"Catelyn Stark,Marillion, Remove his hood."
Marillion," On that eve, the captive Imp downwards from his horse did limp, no more would he preen and primp, in garb of red and gold. ",1,5,Tyrion Lannister,"Marillion,Tyrion Lannister, On that eve, the captive Imp downwards from his horse did limp, no more would he preen and primp, in garb of red and gold. "
Tyrion Lannister, This isn't the Kingsroad. You said we were riding for Winterfell.,1,5,Catelyn Stark,"Tyrion Lannister,Catelyn Stark, This isn't the Kingsroad. You said we were riding for Winterfell."
Catelyn Stark, I did... often and loudly.,1,5,Tyrion Lannister,"Catelyn Stark,Tyrion Lannister, I did... often and loudly."
Tyrion Lannister," Very wise. They'll be out in droves, looking for me in the wrong place. Word's probably gotten to my father by now. He'll be offering a handsome reward. Everyone knows a Lannister always pays his debts. Would you be so good as to untie me?",1,5,Catelyn Stark,"Tyrion Lannister,Catelyn Stark, Very wise. They'll be out in droves, looking for me in the wrong place. Word's probably gotten to my father by now. He'll be offering a handsome reward. Everyone knows a Lannister always pays his debts. Would you be so good as to untie me?"
Catelyn Stark, And why would I do that?,1,5,Tyrion Lannister,"Catelyn Stark,Tyrion Lannister, And why would I do that?"
Tyrion Lannister, Why not? Am I going to run? The hill tribes would kill me for my boots. Unless a Shadowcat ate me first.,1,5,Catelyn Stark,"Tyrion Lannister,Catelyn Stark, Why not? Am I going to run? The hill tribes would kill me for my boots. Unless a Shadowcat ate me first."
Catelyn Stark, Shadowcats and hill tribes are the least of your concerns.,1,5,Tyrion Lannister,"Catelyn Stark,Tyrion Lannister, Shadowcats and hill tribes are the least of your concerns."
Tyrion Lannister," Ah... the Eastern Road. We're going to The Vale. You're taking me to your sister's to answer for my imagined crimes. Tell me, Lady Stark. When was the last time you saw your sister?",1,5,Catelyn Stark,"Tyrion Lannister,Catelyn Stark, Ah... the Eastern Road. We're going to The Vale. You're taking me to your sister's to answer for my imagined crimes. Tell me, Lady Stark. When was the last time you saw your sister?"
Catelyn Stark, Five years ago.,1,5,Tyrion Lannister,"Catelyn Stark,Tyrion Lannister, Five years ago."
Tyrion Lannister," She's changed. She was always a bit touched, but now... you might as well kill me here.",1,5,Catelyn Stark,"Tyrion Lannister,Catelyn Stark, She's changed. She was always a bit touched, but now... you might as well kill me here."
Catelyn Stark," I am not a murderer, Lannister.",1,5,Tyrion Lannister,"Catelyn Stark,Tyrion Lannister, I am not a murderer, Lannister."
Tyrion Lannister, Neither am I! I had nothing to do with the attempt on your son's life!,1,5,Catelyn Stark,"Tyrion Lannister,Catelyn Stark, Neither am I! I had nothing to do with the attempt on your son's life!"
Catelyn Stark, The dagger found,1,5,Tyrion Lannister,"Catelyn Stark,Tyrion Lannister, The dagger found"
Tyrion Lannister, What sort of imbecile arms an assassin with his own blade?,1,5,Rodrik Cassel,"Tyrion Lannister,Rodrik Cassel, What sort of imbecile arms an assassin with his own blade?"
Rodrik Cassel, Should I gag him?,1,5,Tyrion Lannister,"Rodrik Cassel,Tyrion Lannister, Should I gag him?"
Tyrion Lannister, Why? Am I starting to make sense?,1,5,Rodrik Cassel,"Tyrion Lannister,Rodrik Cassel, Why? Am I starting to make sense?"
Rodrik Cassel," My Lady, this way.",1,5,Tyrion Lannister,"Rodrik Cassel,Tyrion Lannister, My Lady, this way."
Tyrion Lannister," Untie me. If I die, what's the point?",1,5,Catelyn Stark,"Tyrion Lannister,Catelyn Stark, Untie me. If I die, what's the point?"
Catelyn Stark, Rodrik?,1,5,Rodrik Cassel,"Catelyn Stark,Rodrik Cassel, Rodrik?"
Rodrik Cassel," I'll be fine, my Lady. There's no need to bloody yourself.",1,5,Bronn Of The Blackwater,"Rodrik Cassel,Bronn Of The Blackwater, I'll be fine, my Lady. There's no need to bloody yourself."
Bronn Of The Blackwater, Your first? You need a woman. Nothing like a woman after a fight.,1,5,Tyrion Lannister,"Bronn Of The Blackwater,Tyrion Lannister, Your first? You need a woman. Nothing like a woman after a fight."
Tyrion Lannister," Well, I'm willing if she is.",1,5,Maester Luwin,"Tyrion Lannister,Maester Luwin, Well, I'm willing if she is."
Maester Luwin, Bran...,1,5,Brann Stark,"Maester Luwin,Brann Stark, Bran..."
Brann Stark, The Iron Islands. Sigil  a Kraken. Words  We do not sow.,1,5,Maester Luwin,"Brann Stark,Maester Luwin, The Iron Islands. Sigil  a Kraken. Words  We do not sow."
Maester Luwin, Lords?,1,5,Brann Stark,"Maester Luwin,Brann Stark, Lords?"
Brann Stark, The Greyjoys.,1,5,Theon Greyjoy,"Brann Stark,Theon Greyjoy, The Greyjoys."
Theon Greyjoy," Famed for their skills at archery, navigation and lovemaking.",1,5,Maester Luwin,"Theon Greyjoy,Maester Luwin, Famed for their skills at archery, navigation and lovemaking."
